initial_weight_kg,age_days,sex_male,bos_indicus_proportion_pct,supplement_amount_kg_day,supplement_crude_protein_pct,supplement_metabolizable_energy,supplementation_frequency_days_week,forage_crude_protein_pct,forage_digestibility_pct,days_on_pasture,paddock_rotation,transport_stress,mean_temperature_c,accumulated_rainfall_mm,days_since_health_event,health_event_duration_days,recent_vaccination,recent_deworming,adg_kg_day
125,462,0,100,0.248,30,20,7,9.2,57.2,346,1,0,22.3836359989208,774.466946176572,0,0,0,0,0.560855936657247
198,438,0,100,2.45739268935161,30,20,7,9.2,57.2,235,1,0,21.8998290667577,571.289703464991,0,0,0,0,0.439527324442654
163,416,0,100,0.563866388776969,30,20,7,9.2,57.2,235,1,0,22.4641765175891,564.810544727082,0,0,0,0,0.331645054677866
139,491,0,100,2.54484628722332,30,20,7,9.2,57.2,346,1,0,22.0996026828253,761.531022937246,0,0,0,0,0.534771575271336
212,473,0,100,0.248,30,20,7,9.2,57.2,235,1,0,22.0844438434071,564.08040224778,0,0,0,0,0.617353761873841
163,525,0,100,0.6660025840579,30,20,7,9.2,57.2,346,1,0,22.4346151548603,759.104475658419,0,0,0,0,0.418824706201333
165,539,0,100,0.248,30,20,7,9.2,57.2,346,1,0,22.1271163046534,796.468175607629,0,0,0,0,0.408056413020719
128,511,0,100,0.248,30,20,7,9.2,57.2,346,1,0,21.8925630545987,773.016486325585,0,0,0,0,0.399608636547229
159,401,0,100,0.248,30,20,7,9.2,57.2,235,1,0,21.9772917004096,582.98121025035,0,0,0,0,0.440288623284629
202,507,0,100,2.52870800000939,30,20,7,9.2,57.2,235,1,0,21.9926302921142,566.719259733971,0,0,0,0,0.301290953392128
185,448,0,100,0.248,30,20,7,9.2,57.2,235,1,0,21.7175641845032,570.302051164449,0,0,0,0,0.459159339579238
194,434,0,100,0.248,30,20,7,9.2,57.2,235,1,0,21.9470550784591,564.066018676023,0,0,0,0,0.254280711753516
225,541,0,50,0.556339976841313,30,20,7,9.2,57.2,320,1,0,21.9464019699368,547.257650076602,0,0,0,0,0.310237385125822
241,441,0,100,3.79973823526451,30,20,7,9.2,57.2,208,1,0,22.0912975518413,365.212368217913,0,0,0,0,0.322135501079967
170,598,0,100,0.248,30,20,7,9.2,57.2,404,1,0,22.2071629915417,1113.69906253698,0,0,0,0,0.336766760019547
240,549,0,100,0.248,30,20,7,9.2,57.2,244,1,0,21.5414748953396,358.208270626154,0,0,0,0,0.460174029841052
206,279,0,100,0.248,30,20,7,5.5,47.2,64,1,0,22.1780254525697,383.671236755883,0,0,0,0,1.78478524406816
210,510,0,100,4.64387041946202,30,20,7,5.5,47.2,305,1,0,22.1461755154334,1013.36055511812,0,0,0,0,0.291464423806071
209,526,0,100,1.54922627403271,30,20,7,5.5,47.2,305,1,0,22.2276508423542,997.174778617579,0,0,0,0,0.360585801904133
190,496,0,100,2.81568211748567,30,20,7,5.5,47.2,305,1,0,21.8931077005594,1012.95405358669,0,0,0,0,0.453642193376601
232,652,0,100,0.248,30,20,7,5.5,47.2,106,1,0,19.4844415080641,41.0576834669261,0,0,0,0,0.369843785439025
271,632,0,100,0.248,30,20,7,5.5,47.2,142,1,0,20.0286154119801,48.7495966574526,0,0,0,0,0.346989169877259
249,509,0,100,1.99870921159473,30,20,7,5.5,47.2,106,1,0,19.6146661197212,25.5516837806244,0,0,0,0,0.338845704504197
167,457,0,100,0.802297218708161,30,20,7,5.5,47.2,217,1,0,20.8067819017561,239.392933790173,0,0,0,0,0.451297071531238
223,405,0,100,2.18493600439151,30,20,7,5.5,47.2,106,1,0,19.791847863147,44.8131706936823,0,0,0,0,0.301218157420403
225,379,0,50,0.270089757228753,30,20,7,5.5,47.2,142,1,0,19.8958952405624,32.6842122387419,0,0,0,0,0.41153695143655
226,378,0,100,1.45246153811038,30,20,7,5.5,47.2,106,1,0,19.3832156391804,42.8135893835602,0,0,0,0,0.196487475938354
246,413,0,100,1.22066349443916,30,20,7,5.5,47.2,142,1,0,19.8474916665319,46.1921593969864,0,0,0,0,0.334533421078413
244,430,0,100,2.87535174220448,30,20,7,5.5,47.2,142,1,0,19.9522302849338,33.0044626417014,0,0,0,0,0.31337436927166
222,407,0,100,2.88677499817921,30,20,7,5.5,47.2,142,1,0,19.8774799703871,26.2292338965874,0,0,0,0,0.331397548516074
145,484,0,100,0.248,30,20,7,5.5,47.2,302,1,0,21.7307897399168,775.903979380449,0,0,0,0,0.470799944641012
138,476,0,100,0.248,30,20,7,5.5,47.2,302,1,0,21.3093839062827,790.922468017886,0,0,0,0,0.33517514501467
230,394,0,100,3.46039473761697,30,20,7,5.5,47.2,142,1,0,19.868509373908,43.3651527398512,0,0,0,0,0.52857996255474
